filename,f_value,k_value,cluster
GrayScott-f0.0510-k0.0470-00.gif,0.051,0.047,2
GrayScott-f0.0130-k0.0410-00.gif,0.013,0.041,4
GrayScott-f0.0590-k0.0520-00.gif,0.059,0.052,3
GrayScott-f0.0460-k0.0610-00.gif,0.046,0.061,5
GrayScott-f0.0110-k0.0480-00.gif,0.011,0.048,4
GrayScott-f0.0510-k0.0530-00.gif,0.051,0.053,3
GrayScott-f0.0220-k0.0490-00.gif,0.022,0.049,2
GrayScott-f0.0430-k0.0680-00.gif,0.043,0.068,1
GrayScott-f0.0420-k0.0430-00.gif,0.042,0.043,0
GrayScott-f0.0120-k0.0450-00.gif,0.012,0.045,4
GrayScott-f0.0520-k0.0640-00.gif,0.052,0.064,1
GrayScott-f0.0480-k0.0660-00.gif,0.048,0.066,1
GrayScott-f0.0190-k0.0480-00.gif,0.019,0.048,4
GrayScott-f0.0350-k0.0610-00.gif,0.035,0.061,1
GrayScott-f0.0530-k0.0620-00.gif,0.053,0.062,1
GrayScott-f0.0550-k0.0620-00.gif,0.055,0.062,1
GrayScott-f0.0190-k0.0600-00.gif,0.019,0.06,1
GrayScott-f0.0320-k0.0640-00.gif,0.032,0.064,1
GrayScott-f0.0350-k0.0630-00.gif,0.035,0.063,1
GrayScott-f0.0130-k0.0530-00.gif,0.013,0.053,1
GrayScott-f0.0170-k0.0540-00.gif,0.017,0.054,5
GrayScott-f0.0160-k0.0530-00.gif,0.016,0.053,4
GrayScott-f0.0210-k0.0580-00.gif,0.021,0.058,1
GrayScott-f0.0590-k0.0440-00.gif,0.059,0.044,2
GrayScott-f0.0170-k0.0610-00.gif,0.017,0.061,1
GrayScott-f0.0580-k0.0560-00.gif,0.058,0.056,5
GrayScott-f0.0400-k0.0610-00.gif,0.04,0.061,5
GrayScott-f0.0290-k0.0680-00.gif,0.029,0.068,1
GrayScott-f0.0430-k0.0480-00.gif,0.043,0.048,2
GrayScott-f0.0240-k0.0510-00.gif,0.024,0.051,2
GrayScott-f0.0590-k0.0410-00.gif,0.059,0.041,0
GrayScott-f0.0400-k0.0430-00.gif,0.04,0.043,0
GrayScott-f0.0370-k0.0510-00.gif,0.037,0.051,2
GrayScott-f0.0240-k0.0400-00.gif,0.024,0.04,0
GrayScott-f0.0490-k0.0670-00.gif,0.049,0.067,1
GrayScott-f0.0300-k0.0620-00.gif,0.03,0.062,1
GrayScott-f0.0450-k0.0400-00.gif,0.045,0.04,0
GrayScott-f0.0410-k0.0680-00.gif,0.041,0.068,1
GrayScott-f0.0150-k0.0420-00.gif,0.015,0.042,4
GrayScott-f0.0370-k0.0500-00.gif,0.037,0.05,2
GrayScott-f0.0100-k0.0680-00.gif,0.01,0.068,1
GrayScott-f0.0140-k0.0550-00.gif,0.014,0.055,1
GrayScott-f0.0410-k0.0570-00.gif,0.041,0.057,5
GrayScott-f0.0270-k0.0430-00.gif,0.027,0.043,0
GrayScott-f0.0410-k0.0410-00.gif,0.041,0.041,0
GrayScott-f0.0160-k0.0410-00.gif,0.016,0.041,0
GrayScott-f0.0100-k0.0640-00.gif,0.01,0.064,1
GrayScott-f0.0120-k0.0690-00.gif,0.012,0.069,1
GrayScott-f0.0210-k0.0430-00.gif,0.021,0.043,0
GrayScott-f0.0430-k0.0570-00.gif,0.043,0.057,5
GrayScott-f0.0120-k0.0540-00.gif,0.012,0.054,1
GrayScott-f0.0410-k0.0450-00.gif,0.041,0.045,0
GrayScott-f0.0580-k0.0580-00.gif,0.058,0.058,5
GrayScott-f0.0150-k0.0650-00.gif,0.015,0.065,1
GrayScott-f0.0580-k0.0640-00.gif,0.058,0.064,1
GrayScott-f0.0450-k0.0490-00.gif,0.045,0.049,2
GrayScott-f0.0250-k0.0650-00.gif,0.025,0.065,1
GrayScott-f0.0360-k0.0420-00.gif,0.036,0.042,0
GrayScott-f0.0470-k0.0660-00.gif,0.047,0.066,1
GrayScott-f0.0220-k0.0430-00.gif,0.022,0.043,0
GrayScott-f0.0560-k0.0660-00.gif,0.056,0.066,1
GrayScott-f0.0110-k0.0490-00.gif,0.011,0.049,4
GrayScott-f0.0130-k0.0650-00.gif,0.013,0.065,1
GrayScott-f0.0590-k0.0560-00.gif,0.059,0.056,5
GrayScott-f0.0370-k0.0410-00.gif,0.037,0.041,0
GrayScott-f0.0350-k0.0440-00.gif,0.035,0.044,0
GrayScott-f0.0230-k0.0570-00.gif,0.023,0.057,5
GrayScott-f0.0370-k0.0640-00.gif,0.037,0.064,1
GrayScott-f0.0170-k0.0550-00.gif,0.017,0.055,1
GrayScott-f0.0300-k0.0430-00.gif,0.03,0.043,0
GrayScott-f0.0410-k0.0630-00.gif,0.041,0.063,1
GrayScott-f0.0200-k0.0430-00.gif,0.02,0.043,0
GrayScott-f0.0390-k0.0420-00.gif,0.039,0.042,0
GrayScott-f0.0490-k0.0440-00.gif,0.049,0.044,0
GrayScott-f0.0290-k0.0650-00.gif,0.029,0.065,1
GrayScott-f0.0200-k0.0630-00.gif,0.02,0.063,1
GrayScott-f0.0290-k0.0490-00.gif,0.029,0.049,2
GrayScott-f0.0200-k0.0530-00.gif,0.02,0.053,4
GrayScott-f0.0540-k0.0440-00.gif,0.054,0.044,0
GrayScott-f0.0370-k0.0560-00.gif,0.037,0.056,3
GrayScott-f0.0170-k0.0520-00.gif,0.017,0.052,4
GrayScott-f0.0140-k0.0660-00.gif,0.014,0.066,1
GrayScott-f0.0360-k0.0660-00.gif,0.036,0.066,1
GrayScott-f0.0400-k0.0460-00.gif,0.04,0.046,0
GrayScott-f0.0280-k0.0480-00.gif,0.028,0.048,2
GrayScott-f0.0550-k0.0540-00.gif,0.055,0.054,3
GrayScott-f0.0570-k0.0650-00.gif,0.057,0.065,1
GrayScott-f0.0400-k0.0690-00.gif,0.04,0.069,1
GrayScott-f0.0250-k0.0520-00.gif,0.025,0.052,3
GrayScott-f0.0130-k0.0400-00.gif,0.013,0.04,4
GrayScott-f0.0180-k0.0520-00.gif,0.018,0.052,4
GrayScott-f0.0460-k0.0550-00.gif,0.046,0.055,3
GrayScott-f0.0190-k0.0660-00.gif,0.019,0.066,1
GrayScott-f0.0200-k0.0540-00.gif,0.02,0.054,4
GrayScott-f0.0110-k0.0510-00.gif,0.011,0.051,4
GrayScott-f0.0320-k0.0470-00.gif,0.032,0.047,0
GrayScott-f0.0330-k0.0450-00.gif,0.033,0.045,0
GrayScott-f0.0490-k0.0610-00.gif,0.049,0.061,5
GrayScott-f0.0140-k0.0490-00.gif,0.014,0.049,4
GrayScott-f0.0420-k0.0660-00.gif,0.042,0.066,1
GrayScott-f0.0280-k0.0490-00.gif,0.028,0.049,2
GrayScott-f0.0280-k0.0420-00.gif,0.028,0.042,0
GrayScott-f0.0590-k0.0680-00.gif,0.059,0.068,1
GrayScott-f0.0490-k0.0570-00.gif,0.049,0.057,5
GrayScott-f0.0150-k0.0620-00.gif,0.015,0.062,1
GrayScott-f0.0410-k0.0510-00.gif,0.041,0.051,2
GrayScott-f0.0320-k0.0430-00.gif,0.032,0.043,0
GrayScott-f0.0390-k0.0400-00.gif,0.039,0.04,0
GrayScott-f0.0150-k0.0670-00.gif,0.015,0.067,1
GrayScott-f0.0490-k0.0590-00.gif,0.049,0.059,5
GrayScott-f0.0280-k0.0450-00.gif,0.028,0.045,0
GrayScott-f0.0380-k0.0630-00.gif,0.038,0.063,1
GrayScott-f0.0550-k0.0470-00.gif,0.055,0.047,2
GrayScott-f0.0350-k0.0640-00.gif,0.035,0.064,1
GrayScott-f0.0270-k0.0690-00.gif,0.027,0.069,1
GrayScott-f0.0450-k0.0620-00.gif,0.045,0.062,1
GrayScott-f0.0550-k0.0580-00.gif,0.055,0.058,5
GrayScott-f0.0100-k0.0400-00.gif,0.01,0.04,4
GrayScott-f0.0550-k0.0520-00.gif,0.055,0.052,3
GrayScott-f0.0170-k0.0420-00.gif,0.017,0.042,0
GrayScott-f0.0310-k0.0590-00.gif,0.031,0.059,5
GrayScott-f0.0150-k0.0410-00.gif,0.015,0.041,0
GrayScott-f0.0250-k0.0450-00.gif,0.025,0.045,0
GrayScott-f0.0380-k0.0650-00.gif,0.038,0.065,1
GrayScott-f0.0370-k0.0580-00.gif,0.037,0.058,5
GrayScott-f0.0250-k0.0550-00.gif,0.025,0.055,4
GrayScott-f0.0580-k0.0660-00.gif,0.058,0.066,1
GrayScott-f0.0440-k0.0420-00.gif,0.044,0.042,0
GrayScott-f0.0190-k0.0520-00.gif,0.019,0.052,4
GrayScott-f0.0120-k0.0430-00.gif,0.012,0.043,4
GrayScott-f0.0150-k0.0610-00.gif,0.015,0.061,1
GrayScott-f0.0560-k0.0470-00.gif,0.056,0.047,2
GrayScott-f0.0540-k0.0460-00.gif,0.054,0.046,2
GrayScott-f0.0580-k0.0530-00.gif,0.058,0.053,3
GrayScott-f0.0410-k0.0520-00.gif,0.041,0.052,2
GrayScott-f0.0100-k0.0620-00.gif,0.01,0.062,1
GrayScott-f0.0540-k0.0430-00.gif,0.054,0.043,0
GrayScott-f0.0390-k0.0600-00.gif,0.039,0.06,5
GrayScott-f0.0260-k0.0520-00.gif,0.026,0.052,3
GrayScott-f0.0350-k0.0620-00.gif,0.035,0.062,1
GrayScott-f0.0230-k0.0530-00.gif,0.023,0.053,4
GrayScott-f0.0360-k0.0520-00.gif,0.036,0.052,2
GrayScott-f0.0340-k0.0640-00.gif,0.034,0.064,1
GrayScott-f0.0370-k0.0610-00.gif,0.037,0.061,5
GrayScott-f0.0470-k0.0620-00.gif,0.047,0.062,1
GrayScott-f0.0210-k0.0420-00.gif,0.021,0.042,0
GrayScott-f0.0410-k0.0490-00.gif,0.041,0.049,2
GrayScott-f0.0470-k0.0460-00.gif,0.047,0.046,2
GrayScott-f0.0380-k0.0640-00.gif,0.038,0.064,1
GrayScott-f0.0310-k0.0570-00.gif,0.031,0.057,5
GrayScott-f0.0590-k0.0480-00.gif,0.059,0.048,2
GrayScott-f0.0370-k0.0470-00.gif,0.037,0.047,2
GrayScott-f0.0100-k0.0560-00.gif,0.01,0.056,1
GrayScott-f0.0270-k0.0460-00.gif,0.027,0.046,0
GrayScott-f0.0150-k0.0520-00.gif,0.015,0.052,4
GrayScott-f0.0310-k0.0670-00.gif,0.031,0.067,1
GrayScott-f0.0350-k0.0490-00.gif,0.035,0.049,2
GrayScott-f0.0110-k0.0500-00.gif,0.011,0.05,4
GrayScott-f0.0250-k0.0440-00.gif,0.025,0.044,0
GrayScott-f0.0350-k0.0480-00.gif,0.035,0.048,2
GrayScott-f0.0160-k0.0570-00.gif,0.016,0.057,1
GrayScott-f0.0400-k0.0440-00.gif,0.04,0.044,0
GrayScott-f0.0430-k0.0450-00.gif,0.043,0.045,0
GrayScott-f0.0420-k0.0610-00.gif,0.042,0.061,5
GrayScott-f0.0470-k0.0400-00.gif,0.047,0.04,0
GrayScott-f0.0360-k0.0510-00.gif,0.036,0.051,2
GrayScott-f0.0540-k0.0670-00.gif,0.054,0.067,1
GrayScott-f0.0480-k0.0450-00.gif,0.048,0.045,0
GrayScott-f0.0570-k0.0430-00.gif,0.057,0.043,0
GrayScott-f0.0180-k0.0690-00.gif,0.018,0.069,1
GrayScott-f0.0480-k0.0500-00.gif,0.048,0.05,2
GrayScott-f0.0210-k0.0620-00.gif,0.021,0.062,1
GrayScott-f0.0260-k0.0610-00.gif,0.026,0.061,1
GrayScott-f0.0590-k0.0540-00.gif,0.059,0.054,3
GrayScott-f0.0270-k0.0480-00.gif,0.027,0.048,2
GrayScott-f0.0170-k0.0490-00.gif,0.017,0.049,4
GrayScott-f0.0520-k0.0480-00.gif,0.052,0.048,2
GrayScott-f0.0230-k0.0610-00.gif,0.023,0.061,1
GrayScott-f0.0480-k0.0640-00.gif,0.048,0.064,1
GrayScott-f0.0430-k0.0660-00.gif,0.043,0.066,1
GrayScott-f0.0210-k0.0680-00.gif,0.021,0.068,1
GrayScott-f0.0510-k0.0590-00.gif,0.051,0.059,5
GrayScott-f0.0470-k0.0410-00.gif,0.047,0.041,0
GrayScott-f0.0260-k0.0400-00.gif,0.026,0.04,0
GrayScott-f0.0490-k0.0560-00.gif,0.049,0.056,3
GrayScott-f0.0360-k0.0650-00.gif,0.036,0.065,1
GrayScott-f0.0470-k0.0540-00.gif,0.047,0.054,3
GrayScott-f0.0420-k0.0570-00.gif,0.042,0.057,5
GrayScott-f0.0490-k0.0490-00.gif,0.049,0.049,2
GrayScott-f0.0560-k0.0480-00.gif,0.056,0.048,2
GrayScott-f0.0430-k0.0670-00.gif,0.043,0.067,1
GrayScott-f0.0120-k0.0620-00.gif,0.012,0.062,1
GrayScott-f0.0170-k0.0430-00.gif,0.017,0.043,0
GrayScott-f0.0220-k0.0590-00.gif,0.022,0.059,1
GrayScott-f0.0200-k0.0570-00.gif,0.02,0.057,1
GrayScott-f0.0120-k0.0400-00.gif,0.012,0.04,4
GrayScott-f0.0240-k0.0420-00.gif,0.024,0.042,0
GrayScott-f0.0250-k0.0610-00.gif,0.025,0.061,1
GrayScott-f0.0530-k0.0450-00.gif,0.053,0.045,2
GrayScott-f0.0250-k0.0420-00.gif,0.025,0.042,0
GrayScott-f0.0310-k0.0400-00.gif,0.031,0.04,0
GrayScott-f0.0350-k0.0690-00.gif,0.035,0.069,1
GrayScott-f0.0380-k0.0590-00.gif,0.038,0.059,5
GrayScott-f0.0110-k0.0560-00.gif,0.011,0.056,1
GrayScott-f0.0230-k0.0410-00.gif,0.023,0.041,0
GrayScott-f0.0160-k0.0430-00.gif,0.016,0.043,4
GrayScott-f0.0140-k0.0500-00.gif,0.014,0.05,4
GrayScott-f0.0280-k0.0640-00.gif,0.028,0.064,1
GrayScott-f0.0340-k0.0570-00.gif,0.034,0.057,5
GrayScott-f0.0250-k0.0600-00.gif,0.025,0.06,1
GrayScott-f0.0350-k0.0680-00.gif,0.035,0.068,1
GrayScott-f0.0430-k0.0630-00.gif,0.043,0.063,1
GrayScott-f0.0340-k0.0600-00.gif,0.034,0.06,5
GrayScott-f0.0320-k0.0660-00.gif,0.032,0.066,1
GrayScott-f0.0430-k0.0440-00.gif,0.043,0.044,0
GrayScott-f0.0120-k0.0470-00.gif,0.012,0.047,4
GrayScott-f0.0380-k0.0560-00.gif,0.038,0.056,3
GrayScott-f0.0480-k0.0580-00.gif,0.048,0.058,5
GrayScott-f0.0200-k0.0680-00.gif,0.02,0.068,1
GrayScott-f0.0100-k0.0690-00.gif,0.01,0.069,1
GrayScott-f0.0380-k0.0660-00.gif,0.038,0.066,1
GrayScott-f0.0140-k0.0410-00.gif,0.014,0.041,4
GrayScott-f0.0510-k0.0450-00.gif,0.051,0.045,2
GrayScott-f0.0410-k0.0420-00.gif,0.041,0.042,0
GrayScott-f0.0260-k0.0530-00.gif,0.026,0.053,3
GrayScott-f0.0280-k0.0510-00.gif,0.028,0.051,2
GrayScott-f0.0220-k0.0680-00.gif,0.022,0.068,1
GrayScott-f0.0400-k0.0530-00.gif,0.04,0.053,3
GrayScott-f0.0150-k0.0560-00.gif,0.015,0.056,1
GrayScott-f0.0170-k0.0670-00.gif,0.017,0.067,1
GrayScott-f0.0350-k0.0540-00.gif,0.035,0.054,3
GrayScott-f0.0490-k0.0510-00.gif,0.049,0.051,2
GrayScott-f0.0530-k0.0550-00.gif,0.053,0.055,3
GrayScott-f0.0230-k0.0650-00.gif,0.023,0.065,1
GrayScott-f0.0400-k0.0450-00.gif,0.04,0.045,0
GrayScott-f0.0100-k0.0520-00.gif,0.01,0.052,1
GrayScott-f0.0470-k0.0450-00.gif,0.047,0.045,0
GrayScott-f0.0110-k0.0450-00.gif,0.011,0.045,4
GrayScott-f0.0160-k0.0510-00.gif,0.016,0.051,4
GrayScott-f0.0190-k0.0430-00.gif,0.019,0.043,0
GrayScott-f0.0580-k0.0670-00.gif,0.058,0.067,1
GrayScott-f0.0110-k0.0470-00.gif,0.011,0.047,4
GrayScott-f0.0250-k0.0460-00.gif,0.025,0.046,0
GrayScott-f0.0340-k0.0560-00.gif,0.034,0.056,3
GrayScott-f0.0450-k0.0690-00.gif,0.045,0.069,1
GrayScott-f0.0400-k0.0670-00.gif,0.04,0.067,1
GrayScott-f0.0150-k0.0530-00.gif,0.015,0.053,4
GrayScott-f0.0580-k0.0620-00.gif,0.058,0.062,1
GrayScott-f0.0200-k0.0620-00.gif,0.02,0.062,1
GrayScott-f0.0460-k0.0430-00.gif,0.046,0.043,0
GrayScott-f0.0270-k0.0530-00.gif,0.027,0.053,3
GrayScott-f0.0140-k0.0520-00.gif,0.014,0.052,4
GrayScott-f0.0590-k0.0460-00.gif,0.059,0.046,2
GrayScott-f0.0350-k0.0430-00.gif,0.035,0.043,0
GrayScott-f0.0540-k0.0690-00.gif,0.054,0.069,1
GrayScott-f0.0140-k0.0680-00.gif,0.014,0.068,1
GrayScott-f0.0380-k0.0430-00.gif,0.038,0.043,0
GrayScott-f0.0330-k0.0620-00.gif,0.033,0.062,1
GrayScott-f0.0400-k0.0540-00.gif,0.04,0.054,3
GrayScott-f0.0250-k0.0410-00.gif,0.025,0.041,0
GrayScott-f0.0110-k0.0680-00.gif,0.011,0.068,1
GrayScott-f0.0500-k0.0550-00.gif,0.05,0.055,3
GrayScott-f0.0160-k0.0660-00.gif,0.016,0.066,1
GrayScott-f0.0130-k0.0630-00.gif,0.013,0.063,1
GrayScott-f0.0230-k0.0520-00.gif,0.023,0.052,4
GrayScott-f0.0410-k0.0560-00.gif,0.041,0.056,3
GrayScott-f0.0220-k0.0660-00.gif,0.022,0.066,1
GrayScott-f0.0180-k0.0570-00.gif,0.018,0.057,1
GrayScott-f0.0260-k0.0670-00.gif,0.026,0.067,1
GrayScott-f0.0360-k0.0540-00.gif,0.036,0.054,3
GrayScott-f0.0110-k0.0640-00.gif,0.011,0.064,1
GrayScott-f0.0350-k0.0530-00.gif,0.035,0.053,3
GrayScott-f0.0590-k0.0660-00.gif,0.059,0.066,1
GrayScott-f0.0220-k0.0570-00.gif,0.022,0.057,5
GrayScott-f0.0430-k0.0500-00.gif,0.043,0.05,2
GrayScott-f0.0560-k0.0580-00.gif,0.056,0.058,5
GrayScott-f0.0200-k0.0500-00.gif,0.02,0.05,4
GrayScott-f0.0220-k0.0460-00.gif,0.022,0.046,0
GrayScott-f0.0570-k0.0450-00.gif,0.057,0.045,2
GrayScott-f0.0400-k0.0480-00.gif,0.04,0.048,2
GrayScott-f0.0240-k0.0640-00.gif,0.024,0.064,1
GrayScott-f0.0320-k0.0480-00.gif,0.032,0.048,2
GrayScott-f0.0160-k0.0400-00.gif,0.016,0.04,0
GrayScott-f0.0250-k0.0590-00.gif,0.025,0.059,1
GrayScott-f0.0590-k0.0570-00.gif,0.059,0.057,5
GrayScott-f0.0320-k0.0550-00.gif,0.032,0.055,3
GrayScott-f0.0250-k0.0510-00.gif,0.025,0.051,2
GrayScott-f0.0480-k0.0520-00.gif,0.048,0.052,3
GrayScott-f0.0320-k0.0400-00.gif,0.032,0.04,0
GrayScott-f0.0530-k0.0640-00.gif,0.053,0.064,1
GrayScott-f0.0170-k0.0630-00.gif,0.017,0.063,1
GrayScott-f0.0320-k0.0630-00.gif,0.032,0.063,1
GrayScott-f0.0300-k0.0470-00.gif,0.03,0.047,0
GrayScott-f0.0460-k0.0530-00.gif,0.046,0.053,3
GrayScott-f0.0490-k0.0450-00.gif,0.049,0.045,0
GrayScott-f0.0360-k0.0610-00.gif,0.036,0.061,1
GrayScott-f0.0380-k0.0550-00.gif,0.038,0.055,3
GrayScott-f0.0170-k0.0570-00.gif,0.017,0.057,1
GrayScott-f0.0480-k0.0570-00.gif,0.048,0.057,5
GrayScott-f0.0560-k0.0420-00.gif,0.056,0.042,0
GrayScott-f0.0490-k0.0520-00.gif,0.049,0.052,3
GrayScott-f0.0270-k0.0680-00.gif,0.027,0.068,1
GrayScott-f0.0240-k0.0630-00.gif,0.024,0.063,1
GrayScott-f0.0170-k0.0580-00.gif,0.017,0.058,1
GrayScott-f0.0270-k0.0620-00.gif,0.027,0.062,1
GrayScott-f0.0510-k0.0440-00.gif,0.051,0.044,0
GrayScott-f0.0190-k0.0580-00.gif,0.019,0.058,1
GrayScott-f0.0260-k0.0640-00.gif,0.026,0.064,1
GrayScott-f0.0360-k0.0670-00.gif,0.036,0.067,1
GrayScott-f0.0300-k0.0580-00.gif,0.03,0.058,5
GrayScott-f0.0270-k0.0560-00.gif,0.027,0.056,5
GrayScott-f0.0240-k0.0690-00.gif,0.024,0.069,1
GrayScott-f0.0340-k0.0500-00.gif,0.034,0.05,2
GrayScott-f0.0110-k0.0460-00.gif,0.011,0.046,4
GrayScott-f0.0500-k0.0510-00.gif,0.05,0.051,2
GrayScott-f0.0520-k0.0410-00.gif,0.052,0.041,0
GrayScott-f0.0420-k0.0680-00.gif,0.042,0.068,1
GrayScott-f0.0140-k0.0560-00.gif,0.014,0.056,1
GrayScott-f0.0200-k0.0520-00.gif,0.02,0.052,4
GrayScott-f0.0540-k0.0420-00.gif,0.054,0.042,0
GrayScott-f0.0190-k0.0630-00.gif,0.019,0.063,1
GrayScott-f0.0450-k0.0640-00.gif,0.045,0.064,1
GrayScott-f0.0520-k0.0400-00.gif,0.052,0.04,0
GrayScott-f0.0570-k0.0570-00.gif,0.057,0.057,5
GrayScott-f0.0400-k0.0550-00.gif,0.04,0.055,3
GrayScott-f0.0340-k0.0630-00.gif,0.034,0.063,1
GrayScott-f0.0580-k0.0500-00.gif,0.058,0.05,2
GrayScott-f0.0170-k0.0620-00.gif,0.017,0.062,1
GrayScott-f0.0210-k0.0660-00.gif,0.021,0.066,1
GrayScott-f0.0590-k0.0450-00.gif,0.059,0.045,2
GrayScott-f0.0190-k0.0420-00.gif,0.019,0.042,0
GrayScott-f0.0230-k0.0660-00.gif,0.023,0.066,1
GrayScott-f0.0410-k0.0650-00.gif,0.041,0.065,1
GrayScott-f0.0330-k0.0670-00.gif,0.033,0.067,1
GrayScott-f0.0240-k0.0680-00.gif,0.024,0.068,1
GrayScott-f0.0130-k0.0590-00.gif,0.013,0.059,1
GrayScott-f0.0470-k0.0550-00.gif,0.047,0.055,3
GrayScott-f0.0550-k0.0650-00.gif,0.055,0.065,1
GrayScott-f0.0280-k0.0400-00.gif,0.028,0.04,0
GrayScott-f0.0330-k0.0630-00.gif,0.033,0.063,1
GrayScott-f0.0210-k0.0570-00.gif,0.021,0.057,5
GrayScott-f0.0190-k0.0410-00.gif,0.019,0.041,0
GrayScott-f0.0410-k0.0500-00.gif,0.041,0.05,2
GrayScott-f0.0570-k0.0630-00.gif,0.057,0.063,1
GrayScott-f0.0250-k0.0670-00.gif,0.025,0.067,1
GrayScott-f0.0160-k0.0500-00.gif,0.016,0.05,4
GrayScott-f0.0460-k0.0400-00.gif,0.046,0.04,0
GrayScott-f0.0190-k0.0440-00.gif,0.019,0.044,0
GrayScott-f0.0400-k0.0510-00.gif,0.04,0.051,2
GrayScott-f0.0280-k0.0610-00.gif,0.028,0.061,1
GrayScott-f0.0170-k0.0530-00.gif,0.017,0.053,4
GrayScott-f0.0190-k0.0500-00.gif,0.019,0.05,4
GrayScott-f0.0200-k0.0590-00.gif,0.02,0.059,1
GrayScott-f0.0100-k0.0510-00.gif,0.01,0.051,1
GrayScott-f0.0590-k0.0550-00.gif,0.059,0.055,3
GrayScott-f0.0210-k0.0640-00.gif,0.021,0.064,1
GrayScott-f0.0280-k0.0530-00.gif,0.028,0.053,3
GrayScott-f0.0470-k0.0610-00.gif,0.047,0.061,5
GrayScott-f0.0100-k0.0450-00.gif,0.01,0.045,4
GrayScott-f0.0300-k0.0530-00.gif,0.03,0.053,3
GrayScott-f0.0450-k0.0650-00.gif,0.045,0.065,1
GrayScott-f0.0430-k0.0510-00.gif,0.043,0.051,2
GrayScott-f0.0480-k0.0550-00.gif,0.048,0.055,3
GrayScott-f0.0420-k0.0520-00.gif,0.042,0.052,2
GrayScott-f0.0160-k0.0690-00.gif,0.016,0.069,1
GrayScott-f0.0290-k0.0670-00.gif,0.029,0.067,1
GrayScott-f0.0540-k0.0510-00.gif,0.054,0.051,3
GrayScott-f0.0200-k0.0490-00.gif,0.02,0.049,4
GrayScott-f0.0440-k0.0690-00.gif,0.044,0.069,1
GrayScott-f0.0290-k0.0510-00.gif,0.029,0.051,2
GrayScott-f0.0240-k0.0490-00.gif,0.024,0.049,2
GrayScott-f0.0490-k0.0470-00.gif,0.049,0.047,2
GrayScott-f0.0510-k0.0640-00.gif,0.051,0.064,1
GrayScott-f0.0100-k0.0630-00.gif,0.01,0.063,1
GrayScott-f0.0340-k0.0510-00.gif,0.034,0.051,2
